trade-date,index
20110414,17.5824
20110415,8.69
20110418,13.0197
20110419,13.7764
20110420,4.93
20110421,6.61
20110425,6.44
20110426,5.57
20110427,3.53
20110428,5.95
20110429,4.41
20110502,20.9573
20110503,12.5942
20110504,8.74
20110505,22.9567
20110506,201.4515
20110509,22.288
20110510,23.0906
20110511,26.9568
20110512,74.4659
20110513,21.9152
20110516,15.8707
20110517,12.8363
20110518,13.7509
20110519,9.99
20110520,23.7142
20110523,21.8935
20110524,9.31
20110525,14.4245
20110526,12.4689
20110527,5.5
20110530,1.13
20110531,10.8645
20110601,9.88
20110602,10.2349
20110603,20.3746
20110606,10.1611
20110607,10.9321
20110608,22.5364
20110609,9.48
20110610,10.3245
20110613,11.9133
20110614,12.7322
20110615,11.0126
20110616,22.4631
20110617,33.8446
20110620,11.9949
20110621,9.61
20110622,12.2291
20110623,37.4116
20110624,18.1483
20110627,15.357
20110628,15.4599
20110629,17.5888
20110630,13.5544
20110701,12.5978
20110704,2.7
20110705,10.1598
20110706,12.691
20110707,11.3016
20110708,29.5276
20110711,14.6533
20110712,13.5563
20110713,9.81
20110714,12.5484
20110715,10.529
20110718,9.5
20110719,11.8077
20110720,7.6
20110721,14.4157
20110722,5.24
20110725,9.32
20110726,10.1411
20110727,6.84
20110728,11.5837
20110729,15.5795
20110801,16.5758
20110802,10.5341
20110803,13.8935
20110804,19.9444
20110805,176.7971
20110808,39.388
20110809,118.8481
20110810,45.6723
20110811,80.1282
20110812,34.9696
20110815,23.3043
20110816,16.1528
20110817,13.7677
20110818,25.1147
20110819,83.5646
20110822,21.87
20110823,30.5605
20110824,16.701
20110825,19.9076
20110826,20.3308
20110829,12.4632
20110830,13.8071
20110831,19.4484
20110901,10.9975
20110902,26.8851
20110905,8.38
20110906,25.4674
20110907,20.474
20110908,20.0916
20110909,27.6354
20110912,21.0437
20110913,24.5841
20110914,10.9677
20110915,20.8115
20110916,14.0033
20110919,13.9678
20110920,16.112
20110921,14.2986
20110922,41.7024
20110923,85.0053
20110926,43.6436
20110927,25.4965
20110928,20.6712
20110929,38.4222
20110930,31.5638
20111003,34.2186
20111004,27.6409
20111005,24.4409
20111006,46.8987
20111007,33.6055
20111010,12.8127
20111011,19.5327
20111012,14.5639
20111013,20.3726
20111014,18.4602
20111017,15.923
20111018,14.7659
20111019,11.4682
20111020,33.0821
20111021,18.2297
20111024,12.9729
20111025,27.2178
20111026,19.3749
20111027,16.0851
20111028,14.718
20111031,14.9797
20111101,30.1415
20111102,20.208
20111103,26.0058
20111104,20.5862
20111107,20.1074
20111108,6.93
20111109,19.8379
20111110,22.3924
20111111,10.8562
20111114,15.867
20111115,9.85
20111116,19.5086
20111117,18.9544
20111118,16.4548
20111121,12.8846
20111122,11.3892
20111123,22.43
20111124,4.82
20111125,13.76
20111128,10.9109
20111129,19.252
20111130,38.188
20111201,11.3588
20111202,16.4547
20111205,6.19
20111206,8.86
20111207,9.14
20111208,14.6332
20111209,15.1504
20111212,16.1023
20111213,31.8421
20111214,17.1136
20111215,12.3538
20111216,14.5766
20111219,9.63
20111220,11.0529
20111221,19.54
20111222,8.44
20111223,4.38
20111227,3.79
20111228,5.85
20111229,7.39
20111230,9.65
20120103,6.57
20120104,14.3707
20120105,9.71
20120106,9.59
20120109,8.57
20120110,8.73
20120111,7.67
20120112,12.8747
20120113,21.0647
20120116,4.08
20120117,6.35
20120118,13.3045
20120119,7.65
20120120,14.9231
20120123,11.1327
20120124,10.4949
20120125,7.37
20120126,9.15
20120127,7.26
20120130,6.02
20120131,11.4934
20120201,8.06
20120202,12.3948
20120203,13.0241
20120206,13.1392
20120207,7.63
20120208,4.43
20120209,7.91
20120210,10.8666
20120213,8.05
20120214,6.42
20120215,7.99
20120216,5.27
20120217,3.48
20120220,3.78
20120221,5.29
20120222,4.05
20120223,5.25
20120224,6.19
20120227,5.42
20120228,11.489
20120229,6.56
20120301,5.79
20120302,4.66
20120305,8.88
20120306,7.99
20120307,5.14
20120308,5.45
20120309,7.77
20120312,5.03
20120313,8.19
20120314,6.17
20120315,8.33
20120316,7.21
20120319,7.23
20120320,11.7561
20120321,5.53
20120322,10.1629
20120323,70.1621
20120326,5.2
20120327,4.88
20120328,6.76
20120329,4.48
20120330,5.34
20120402,6.3
20120403,3.11
20120404,4.23
20120405,4.9
20120409,3.46
20120410,7.24
20120411,5.73
20120412,5.42
20120413,4.7
20120416,4.77
20120417,6.59
20120418,5.07
20120419,5.55
20120420,4.55
20120423,4.04
20120424,3.97
20120425,5.71
20120426,4.21
20120427,3.74
20120430,2.5
20120501,1.83
20120502,2.27
20120503,6.47
20120504,8.97
20120507,10.5864
20120508,6.73
20120509,8.3
20120510,7.15
20120511,4.41
20120514,13.5518
20120515,10.1561
20120516,9.69
20120517,12.2463
20120518,5.4
20120521,5.99
20120522,6.2
20120523,4.54
20120524,8.56
20120525,5.9
20120528,3.5
20120529,3.83
20120530,12.6679
20120531,9.24
20120601,45.5475
20120604,24.5366
20120605,21.7445
20120606,13.3925
20120607,19.5136
20120608,14.4995
20120611,10.1474
20120612,17.512
20120613,12.8217
20120614,11.1542
20120615,9.86
20120618,12.7774
20120619,12.6006
20120620,8.87
20120621,15.3394
20120622,13.934
20120625,10.3082
20120626,9.61
20120627,13.1847
20120628,13.2276
20120629,20.4147
20120702,13.36
20120703,29.8599
20120704,6.55
20120705,22.9609
20120706,17.685
20120709,10.1684
20120710,12.3215
20120711,8.64
20120712,8.86
20120713,9.19
20120716,6.86
20120717,6.33
20120718,6.19
20120719,5.17
20120720,6.2
20120723,15.08
20120724,13.2268
20120725,7.23
20120726,19.9169
20120727,11.1357
20120730,6.77
20120731,7.94
20120801,6.95
20120802,34.7522
20120803,27.1449
20120806,7.85
20120807,4.68
20120808,6.99
20120809,8.94
20120810,8.64
20120813,12.0712
20120814,8.89
20120815,6.65
20120816,5.52
20120817,3.16
20120820,4.4
20120821,10.4373
20120822,4.44
20120823,4.9
20120824,6.77
20120827,28.2549
20120828,9.81
20120829,5.36
20120830,2.69
20120831,11.3359
20120903,1.59
20120904,7.85
20120905,15.0531
20120906,14.0523
20120907,17.1464
20120910,7.41
20120911,4.5
20120912,11.8423
20120913,7.1
20120914,9.41
20120917,3.37
20120918,7.97
20120919,20.5078
20120920,9.73
20120921,8.31
20120924,9.93
20120925,5.64
20120926,6.6
20120927,5.68
20120928,6.46
20121001,9.93
20121002,5.27
20121003,5.62
20121004,7.32
20121005,17.2062
20121008,7.91
20121009,8.42
20121010,8.3
20121011,7.32
20121012,7.64
20121015,11.6945
20121016,8.45
20121017,4.8
20121018,6.91
20121019,5.04
20121022,7.89
20121023,12.1295
20121024,11.8819
20121025,7.45
20121026,12.8707
20121029,6.88
20121030,5.64
20121031,5.35
20121101,6.02
20121102,8.31
20121105,7.15
20121106,5.51
20121107,14.1293
20121108,10.8669
20121109,8.66
20121112,12.1483
20121113,9.94
20121114,8.09
20121115,7.58
20121116,9.65
20121119,5.21
20121120,6.01
20121121,13.0642
20121122,2.21
20121123,2.17
20121126,5.56
20121127,4.35
20121128,7.23
20121129,7.43
20121130,5.98
20121203,7.08
20121204,11.3917
20121205,4.85
20121206,9.7
20121207,10.7212
20121210,4.63
20121211,4.83
20121212,7.36
20121213,6.44
20121214,5.46
20121217,4.42
20121218,2.4
20121219,2.3
20121220,9.03
20121221,12.2394
20121224,3.32
20121226,8.39
20121227,4.41
20121228,3.34
20121231,3.64
20130102,5.95
20130103,5.38
20130104,6.2
20130107,2.43
20130108,3.68
20130109,2.86
20130110,6.98
20130111,6.72
20130114,4.77
20130115,3.84
20130116,2.8
20130117,2.7
20130118,2.89
20130121,1.02
20130122,4.28
20130123,2.59
20130124,3.36
20130125,2.29
20130128,4
20130129,4.8
20130130,4.83
20130131,4.97
20130201,6
20130204,4.05
20130205,2.38
20130206,3.24
20130207,4.61
20130208,3.02
20130211,6.02
20130212,3.98
20130213,2.78
20130214,2.14
20130215,11.2436
20130218,1.72
20130219,3.44
20130220,3.33
20130221,9.63
20130222,5.88
20130225,6.93
20130226,6.5
20130227,2.61
20130228,4.18
20130301,5.88
20130304,3.88
20130305,3.32
20130306,3.56
20130307,4.31
20130308,9.11
20130311,4.51
20130312,58.9485
20130313,5.59
20130314,4.93
20130315,3.61
20130318,10.0107
20130319,3.77
20130320,5.82
20130321,3.66
20130322,3.04
20130325,8.12
20130326,3.51
20130327,5.15
20130328,3.35
20130401,3.46
20130402,4.56
20130403,3.36
20130404,10.2168
20130405,9.36
20130408,3.71
20130409,3.05
20130410,6.45
20130411,3.49
20130412,8.21
20130415,16.7501
20130416,17.4609
20130417,9.21
20130418,11.3154
20130419,5.18
20130422,5.32
20130423,5.78
20130424,5.12
20130425,8.02
20130426,7.7
20130429,4.47
20130430,7.87
20130501,12.4045
20130502,9.57
20130503,12.2699
20130506,7.23
20130507,4.71
20130508,5.82
20130509,4.91
20130510,7.65
20130513,7.89
20130514,6.87
20130515,7.69
20130516,6.96
20130517,6.56
20130520,4.49
20130521,4.67
20130522,10.6549
20130523,9.48
20130524,7.4
20130527,1.69
20130528,5.58
20130529,7.09
20130530,14.0804
20130531,6.81
20130603,14.7147
20130604,4.85
20130605,4.9
20130606,4.8
20130607,9.37
20130610,4.76
20130611,7.33
20130612,16.3752
20130613,8.38
20130614,5.43
20130617,6.28
20130618,4.57
20130619,2.56
20130620,10.5973
20130621,6.08
20130624,6.46
20130625,5.47
20130626,9.37
20130627,6.7
20130628,5.22
20130701,5.57
20130702,4.86
20130703,9.01
20130704,2.61
20130705,9.98
20130708,4.94
20130709,4.2
20130710,3.54
20130711,8.24
20130712,5.29
20130715,4.66
20130716,3.23
20130717,3.72
20130718,2.72
20130719,5.48
20130722,5.23
20130723,7.98
20130724,3.66
20130725,6.49
20130726,5.17
20130729,7.35
20130730,4.78
20130731,6.45
20130801,6.7
20130802,7.63
20130805,11.5165
20130806,11.9303
20130807,7.39
20130808,5.76
20130809,11.9573
20130812,6.77
20130813,6.31
20130814,3.22
20130815,3.54
20130816,3.75
20130819,4.56
20130820,7.2
20130821,8.62
20130822,6.72
20130823,6.39
20130826,4.73
20130827,10.6559
20130828,17.2747
20130829,6.88
20130830,6.18
20130902,4.27
20130903,5.64
20130904,6.59
20130905,5.1
20130906,5.97
20130909,5.3
20130910,12.368
20130911,5.71
20130912,8.18
20130913,5.22
20130916,11.3712
20130917,3.46
20130918,2.46
20130919,5.11
20130920,4.89
20130923,5.71
20130924,5.02
20130925,4.65
20130926,3.25
20130927,4.25
20130930,5.04
20131001,3.57
20131002,5.38
20131003,5.15
20131004,2.54
20131007,4.02
20131008,4.23
20131009,5.03
20131010,6.19
20131011,10.9935
20131014,6.25
20131015,3.99
20131016,5.3
20131017,5.5
20131018,4.38
20131021,3.94
20131022,7.89
20131023,3.17
20131024,6.94
20131025,6.7
20131028,10.0036
20131029,3.91
20131030,5.88
20131031,7.09
20131101,3.47
20131104,3.8
20131105,3.38
20131106,2.76
20131107,8.91
20131108,6.5
20131111,3.15
20131112,5.4
20131113,2.89
20131114,3.93
20131115,4.77
20131118,3.3
20131119,3.76
20131120,4.18
20131121,4.72
20131122,9.39
20131125,7.02
20131126,2.6
20131127,6.55
20131128,1.1
20131129,2.51
20131202,5.51
20131203,7.12
20131204,4.33
20131205,3.9
20131206,9.87
20131209,3.14
20131210,8.04
20131211,3.18
20131212,3
20131213,4.59
20131216,4.61
20131217,4.07
20131218,2.31
20131219,2.16
20131220,3.76
20131223,1.61
20131224,1.32
20131226,1.57
20131227,1.73
20131230,2.51
20131231,3.4
20140102,5.65
20140103,3.73
20140106,2.85
20140107,2.19
20140108,2.82
20140109,2.5
20140110,6.54
20140113,4.66
20140114,3.66
20140115,3.96
20140116,5.31
20140117,4.17
20140120,1.38
20140121,7.16
20140122,3.6
20140123,3.52
20140124,5.19
20140127,5
20140128,5.58
20140129,4.75
20140130,3.7
20140131,4.65
20140203,3.99
20140204,6.85
20140205,4.33
20140206,5.11
20140207,5.18
20140210,3.85
20140211,4
20140212,2.62
20140213,3.1
20140214,1.7
20140217,1.16
20140218,2.03
20140219,3.16
20140220,2.26
20140221,1.51
20140224,2.85
20140225,4.67
20140226,1.83
20140227,5.2
20140228,2.37
20140303,8.53
20140304,3.51
20140305,3.45
20140306,4.05
20140307,4.37
20140310,5.01
20140311,2.76
20140312,9.75
20140313,5.33
20140314,5.13
20140317,3.81
20140318,4.03
20140319,4.05
20140320,4.02
20140321,6.32
20140324,3
20140325,5.74
20140326,4.34
20140327,7.91
20140328,4.28
20140331,1.87
20140401,3.23
20140402,2.81
20140403,4.67
20140404,3.55
20140407,3.53
20140408,3.15
20140409,3.51
20140410,2.57
20140411,2.21
20140414,3.47
20140415,2.55
20140416,3.59
20140417,4.37
20140421,1.86
20140422,3.97
20140423,2.03
20140424,4.32
20140425,4.44
20140428,4.27
20140429,4.38
20140430,3.79
20140501,3.39
20140502,3.77
20140505,3.59
20140506,3.24
20140507,3.77
20140508,4.28
20140509,3.5
20140512,3.38
20140513,4.22
20140514,2.06
20140515,2.95
20140516,1.64
20140519,1.64
20140520,1.81
20140521,1.43
20140522,1.76
20140523,1.26
20140526,0.381
20140527,2.29
20140528,1.94
20140529,1.4
20140530,1.42
20140602,1.73
20140603,1.56
20140604,1.33
20140605,2.62
20140606,1.47
20140609,1.4
20140610,1.93
20140611,1.2
20140612,4.71
20140613,4.23
20140616,2.35
20140617,2
20140618,1.56
20140619,3.47
20140620,2.45
20140623,2.45
20140624,1.59
20140625,2.98
20140626,2.23
20140627,1.83
20140630,1.35
20140701,2.12
20140702,1.98
20140703,1.89
20140704,0.752
20140707,1.28
20140708,1.7
20140709,1.64
20140710,2.46
20140711,2.54
20140714,2.24
20140715,3.39
20140716,2.22
20140717,4.34
20140718,2.89
20140721,3.45
20140722,3.21
20140723,1.76
20140724,2.71
20140725,4.32
20140728,3.45
20140729,2.33
20140730,2.74
20140731,3.05
20140801,4.12
20140804,1.83
20140805,1.54
20140806,2.43
20140807,3.7
20140808,3.2
20140811,2.63
20140812,2.68
20140813,1.28
20140814,2.32
20140815,2.01
20140818,2.83
20140819,1.58
20140820,1.57
20140821,4.7
20140822,2.47
20140825,1.81
20140826,4.07
20140827,2.05
20140828,3.11
20140829,2.05
20140901,0.948
20140902,2.64
20140903,2.24
20140904,6.69
20140905,4.44
20140908,6.17
20140909,5.37
20140910,3.58
20140911,7.33
20140912,5.77
20140915,9.97
20140916,3.33
20140917,4.91
20140918,6
20140919,8.29
20140922,4.55
20140923,4.88
20140924,4.3
20140925,5.14
20140926,5.31
20140929,5.19
20140930,6.09
20141001,4.36
20141002,24.7266
20141003,9.49
20141006,5.41
20141007,8.4
20141008,7.94
20141009,7.42
20141010,15.7604
20141013,11.8522
20141014,7.43
20141015,46.636
20141016,14.8326
20141017,20.3947
20141020,6.13
20141021,16.1937
20141022,7.41
20141023,17.8333
20141024,5.52
20141027,9.67
20141028,9.26
20141029,7.89
20141030,9.33
20141031,11.8341
20141103,7.86
20141104,26.6206
20141105,10.5131
20141106,10.645
20141107,13.4716
20141110,8.38
20141111,10.8927
20141112,7.67
20141113,9.93
20141114,10.0005
20141117,10.9078
20141118,9.87
20141119,10.1458
20141120,8.54
20141121,19.4166
20141124,10.9676
20141125,8.77
20141126,11.2278
20141127,17.9234
20141128,24.3559
20141201,41.331
20141202,35.1238
20141203,18.6197
20141204,16.3776
20141205,13.2935
20141208,12.4274
20141209,19.8994
20141210,13.1853
20141211,18.5142
20141212,34.3284
20141215,32.8051
20141216,65.3652
20141217,30.8845
20141218,97.9124
20141219,39.3671
20141222,32.2375
20141223,54.9306
20141224,17.0296
20141226,15.1147
20141229,20.4572
20141230,20.2265
20141231,14.0732
20150102,36.8816
20150105,24.0105
20150106,36.7739
20150107,69.7485
20150108,27.814
20150109,33.1408
20150112,18.5406
20150113,52.5103
20150114,38.7939
20150115,116.5188
20150116,64.8306
20150119,22.5073
20150120,40.6238
20150121,28.5469
20150122,72.3242
20150123,68.1424
20150126,60.9625
20150127,49.9316
20150128,16.0387
20150129,19.5806
20150130,23.7446
20150202,231.2356
20150203,61.5726
20150204,48.4797
20150205,101.6002
20150206,74.6819
20150209,36.9725
20150210,29.2578
20150211,42.4156
20150212,40.0265
20150213,33.3645
20150216,20.2305
20150217,27.8766
20150218,36.2245
20150219,41.8833
20150220,30.5524
20150223,31.1829
20150224,36.2938
20150225,25.3482
20150226,45.5952
20150227,30.8625
20150302,14.9728
20150303,27.9452
20150304,16.3667
20150305,24.5124
20150306,22.3724
20150309,28.2844
20150310,21.3215
20150311,29.0762
20150312,23.9349
20150313,22.532
20150316,21.0676
20150317,26.3638
20150318,29.6735
20150319,28.4583
20150320,65.4182
20150323,46.7957
20150324,55.4316
20150325,36.7853
20150326,63.1133
20150327,38.6468
20150330,37.3414
20150331,33.1833
20150401,30.7999
20150402,55.4757
20150406,19.4279
20150407,15.7975
20150408,15.2666
20150409,23.2057
20150410,35.686
20150413,27.6646
20150414,16.9373
20150415,11.3195
20150416,31.2483
20150417,20.1538
20150420,24.7449
20150421,24.6147
20150422,15.8329
20150423,15.0111
20150424,15.5473
20150427,14.5625
20150428,10.4464
20150429,7.01
20150430,16.6373
20150501,12.2514
20150504,11.7364
20150505,19.4997
20150506,12.1356
20150507,18.853
20150508,28.7538
20150511,21.4314
20150512,19.0036
20150513,12.7129
20150514,12.0026
20150515,10.8892
20150518,14.6647
20150519,11.431
20150520,9.71
20150521,12.4312
20150522,12.9106
20150525,10.7896
20150526,13.5637
20150527,16.5324
20150528,17.1983
20150529,20.1704
20150601,12.7911
20150602,19.0977
20150603,23.7833
20150604,20.7703
20150605,51.3516
20150608,19.1829
20150609,13.8747
20150610,13.7531
20150611,14.4392
20150612,10.4905
20150615,10.7738
20150616,10.8951
20150617,14.1584
20150618,16.2334
20150619,13.5796
20150622,10.1134
20150623,13.4479
20150624,13.4266
20150625,11.1826
20150626,6.93
20150629,23.6737
20150630,9.89
20150701,8.58
20150702,12.205
20150703,2.48
20150706,23.5313
20150707,30.1429
20150708,28.1371
20150709,25.5686
20150710,21.6819
20150713,33.9468
20150714,36.2026
20150715,20.2599
20150716,21.4296
20150717,20.7376
20150720,17.6433
20150721,9.15
20150722,8.88
20150723,8.57
20150724,10.3871
20150727,13.848
20150728,16.1899
20150729,11.532
20150730,13.9358
20150731,22.4414
20150803,14.5848
20150804,13.666
20150805,9.77
20150806,13.6374
20150807,13.7278
20150810,16.4257
20150811,28.6764
20150812,28.2005
20150813,15.2863
20150814,17.1662
20150817,14.7173
20150818,13.1727
20150819,11.5858
20150820,22.4452
20150821,18.2852
20150824,80.211
20150825,46.7867
20150826,19.391
20150827,31.2069
20150828,61.1692
20150831,35.7207
20150901,83.1815
20150902,78.2494
20150903,53.8202
20150904,55.7138
20150907,12.8632
20150908,46.5589
20150909,40.8639
20150910,32.698
20150911,22.6439
20150914,19.2468
20150915,18.0934
20150916,16.0848
20150917,25.0864
20150918,40.3825
20150921,30.8472
20150922,20.5723
20150923,13.1279
20150924,32.3257
20150925,23.8578
20150928,16.2449
20150929,13.9253
20150930,9.93
20151001,27.207
20151002,20.7029
20151005,21.7662
20151006,22.3223
20151007,15.1302
20151008,23.4353
20151009,28.7885
20151012,17.9195
20151013,45.1487
20151014,21.4394
20151015,21.4814
20151016,19.4509
20151019,15.2686
20151020,14.8212
20151021,9.75
20151022,12.1295
20151023,27.8952
20151026,16.693
20151027,22.3284
20151028,104.878
20151029,65.371
20151030,19.2872
20151102,16.0478
20151103,16.8064
20151104,21.1129
20151105,23.8939
20151106,26.6921
20151109,21.193
20151110,36.5405
20151111,19.0479
20151112,25.6481
20151113,20.2381
20151116,31.4402
20151117,42.8364
20151118,21.1415
20151119,24.2292
20151120,14.7505
20151123,67.0267
20151124,30.9396
20151125,21.0723
20151126,9.74
20151127,17.293
20151130,19.7572
20151201,22.9976
20151202,14.6376
20151203,25.9649
20151204,110.3747
20151207,21.7139
20151208,47.3452
20151209,20.481
20151210,35.2079
20151211,22.0361
20151214,42.6398
20151215,34.9364
20151216,25.4032
20151217,30.9467
20151218,33.8479
20151221,22.2452
20151222,15.2704
20151223,9.37
20151224,16.7987
20151228,16.7661
20151229,18.5923
20151230,12.4464
20151231,10.3777
20160104,38.3374
20160105,41.7931
20160106,26.1271
20160107,86.9003
20160108,52.7463
20160111,39.8609
20160112,63.9008
20160113,39.3615
20160114,31.9
20160115,53.1608
20160118,44.8133
20160119,67.4452
20160120,46.3457
20160121,56.9982
20160122,47.0212
20160125,82.6222
20160126,89.4512
20160127,65.7126
20160128,170.4784
20160129,56.4197
20160201,83.2914
20160202,71.8303
20160203,59.5538
20160204,105.8942
20160205,101.1539
20160208,88.5777
20160209,55.3463
20160210,95.3586
20160211,121.0641
20160212,61.0403
20160215,52.7328
20160216,177.1222
20160217,82.5094
20160218,61.553
20160219,51.6716
20160222,32.4564
20160223,64.8676
20160224,29.1288
20160225,73.6418
20160226,70.3318
20160229,53.4395
20160301,31.0828
20160302,38.0497
20160303,18.2049
20160304,30.1707
20160307,27.8509
20160308,49.1881
20160309,28.9847
20160310,58.0222
20160311,15.6781
20160314,26.6877
20160315,25.6814
20160316,25.843
20160317,27.5389
20160318,29.6996
20160321,38.6037
20160322,35.281
20160323,23.6583
20160324,22.2014
20160328,16.0614
20160329,13.9005
20160330,15.6818
20160331,34.8668
20160401,34.0976
20160404,28.3064
20160405,35.3596
20160406,16.2394
20160407,16.4005
20160408,18.9987
20160411,22.4241
20160412,22.1461
20160413,17.9111
20160414,14.9693
20160415,30.9937
20160418,49.6824
20160419,37.4904
20160420,18.3071
20160421,29.4285
20160422,23.2386
20160425,25.2169
20160426,13.0827
20160427,11.6451
20160428,18.512
20160429,15.746
20160502,19.1242
20160503,28.2635
20160504,18.6206
20160505,56.6475
20160506,30.523
20160509,30.508
20160510,47.5888
20160511,22.305
20160512,26.9733
20160513,27.9491
20160516,9.4
20160517,23.6586
20160518,8.47
20160519,17.0881
20160520,18.8323
20160523,11.1499
20160524,14.0243
20160525,8.35
20160526,10.079
20160527,11.3536
20160530,2.16
20160531,5.52
20160601,8.95
20160602,16.5024
20160603,24.847
20160606,7.25
20160607,8.34
20160608,8.51
